ID,Gender,Age,ARI,FleschReadingEase,FleschKincaidGradeLevel,GunningFogIndex,SMOGIndex,ColemanLiauIndex,LIX,RIX
4fb4d4012ab1400519a8aacc1fa5b437,MALE,18-24,12.0893287995,61.7507,9.3665,12.5911,11.4334806282,12.658,44.1330573625,4.77528089888
913e54a57730b7790f2d81c0f15df3c3,MALE,35-49,10.9174781043,54.6824,9.6071,12.8075,12.0175267936,12.2984,43.2041008431,4.44736842105
111a34249fffddcfcfe1f00951698366,MALE,35-49,6.2729864416,81.2004,5.9084,8.9107,8.52824541118,6.847,29.52483944,2.1577540107
8a27676432d2227fff82e5ca1973c62c,FEMALE,35-49,8.5452139931,71.5202,7.2585,10.7467,10.2456883731,9.7527,37.9670385942,3.52083333333
77ca664bd8d7493d74e06c31310c880b,FEMALE,25-34,3.27310144346,95.5883,1.9141,5.7581,7.13146045815,6.1572,23.4314354451,1.29310344828
bba9dd588bd881e925c3b1e699dd149d,FEMALE,35-49,18.4984044475,37.9101,15.4245,17.5587,14.2481882599,14.1677,61.7231842531,9.52173913043
de7c1877406b7b524612d33cfd4a6faa,FEMALE,65-xx,12.4615543709,59.6288,10.9046,14.1273,12.0636780099,10.2146,44.4105977662,4.89119170984
d5f7f3664f9ea16fbb054021fa1db89b,MALE,35-49,11.3008345767,64.4577,9.2373,12.4909,11.3130706034,10.8397,44.3646804675,4.89285714286
049a61c8481194920950bf2411e9f721,MALE,25-34,5.7812173913,75.3909,5.4765,8.1391,8.6789083458,8.4292,28.0217391304,1.9
14bd7b5d73bb987fb12de857a8af04d4,FEMALE,25-34,11.0601800327,62.3682,9.2803,13.0159,11.9871703427,10.8881,43.8691414968,4.76923076923
9e46d220751b35e62cc149fea318fae9,FEMALE,25-34,10.5619848243,67.8126,8.521,11.5617,10.623975341,10.4417,41.6072284345,4.3125
752e8784532ed8faa799cc8cb25dd3f3,MALE,35-49,31.6215836614,0.5356,25.8544,26.5807,18.4052402958,17.9453,85.029703772,17.3214285714
2f0930b662599ca0e886fc97a3a766b0,MALE,35-49,10.300941434,72.9595,7.8031,10.4219,9.43267520903,10.1211,41.5975795171,4.31034482759
66d2a329a83d33691b5fe7937bbfbffd,MALE,50-64,16.3860428556,35.3805,14.7836,17.8973,15.1415827958,13.9531,57.2161188518,8.12704918033
f9f2ea449732be0f491cf507b9f5d9df,FEMALE,35-49,15.5344241546,50.2493,13.455,16.9037,13.8045883973,11.0527,53.347826087,7.04347826087
755e49db52cf4147d53df66d0c73bc6b,MALE,25-34,9.94123279269,68.8662,7.8772,10.7526,10.1919495223,10.8015,37.2111217119,3.44827586207
d422b458cbd644bc5927c8446b6db4ba,MALE,35-49,14.5824627512,40.0081,13.8897,18.1624,15.4444712569,12.2313,52.9682374682,7.0
7f4e15c615e37f97f38fa5380ef5f327,FEMALE,50-64,10.2919014891,72.2839,8.3942,12.455,11.0966385343,8.9995,39.9404352806,3.96296296296
ad82f4a5700c4e46c52c84874399a417,FEMALE,35-49,8.52932608696,70.0653,6.9646,10.4,10.193747285,10.5899,35.7663043478,3.075
0b04e1b76df8fb5dfce687471bc10363,MALE,25-34,12.7668727122,64.1088,10.7766,13.248,10.4721705905,9.4728,43.8859664659,4.63888888889
a32d584d94c8b4df00c723964397af63,FEMALE,25-34,5.30864461615,86.5635,4.6635,8.6115,8.66507045462,6.6416,29.5939177102,2.18604651163
788624fbd848021d505fc0ff3550fff3,FEMALE,35-49,14.5919349593,49.8476,13.0141,17.1415,14.401754251,11.0584,51.4796747967,6.6
7b72e0ec27de5a09329c3a182a932fe1,FEMALE,18-24,7.16871428571,83.4507,5.0976,9.4095,9.32455532034,9.067,33.0476190476,2.66666666667
530a6b79d79885afb1136a137bf7c606,MALE,35-49,13.7106165228,47.7225,12.5653,15.2773,13.1776670048,11.7002,48.9544498894,5.99112097669
b62d3ee201923f7177cfb7fbff1b9246,MALE,25-34,19.2962796072,56.3936,14.8338,17.9036,11.8317608663,10.2977,58.0507221259,7.53333333333
a60b395bd833e09056306cf9e2a5424f,FEMALE,35-49,14.241236262,41.5694,12.6782,13.6144,12.1893658347,13.9175,49.894479385,6.11111111111
6487bbd4145eecb77b50c1eeb36c82de,FEMALE,35-49,12.0756507866,69.2412,9.067,10.5946,8.5507486712,10.4758,43.3169214078,4.67567567568
4e42116e64b482d8138352a72f32e8bc,FEMALE,25-34,12.7695632358,62.4851,11.2515,14.7577,11.9810179064,8.8729,45.595865123,5.00598802395
d5bafdf68fc64ed3e9bc147dfcc5aef4,MALE,50-64,17.624288915,35.8746,14.9631,18.1711,15.2616610178,14.9308,58.2824982057,8.45428156749
df8062f8e532887a2c796b784c93247a,MALE,18-24,7.57422459893,77.795,6.3833,9.466,9.15964093682,8.3356,32.1862745098,2.58823529412
d28c1d83999e19eb1710ac909ac8de47,FEMALE,35-49,22.1537428161,36.0775,17.6675,18.7345,13.1242283657,13.75,73.3649425287,13.4166666667
d01d632ac60eee20c22fc739e09630c4,FEMALE,35-49,5.64472638249,84.3165,4.9769,7.9387,7.98569381903,7.0799,29.0907834101,2.11428571429
eaa5dee7f527a6a158ba2de33c135db5,MALE,50-64,14.9543000246,41.8593,13.6315,16.9437,14.4356376964,12.8039,51.8178114904,6.70634920635
dfc648f66390a808d76f67f8d67984b3,MALE,35-49,10.4778822777,58.7017,9.2949,14.324,12.8994949366,11.5156,43.6622520793,4.56666666667
91ecc62e3cbf4dbe55f006dcb1dcf1ce,MALE,25-34,13.686039489,69.3321,10.2964,13.8662,10.9282496717,9.9255,44.2322880372,4.61904761905
802ae19a2e58af637ecd26a581c8e61f,MALE,50-64,13.4239540875,48.3251,10.9907,13.6479,12.5594505856,14.3828,45.6874062871,5.06256860593
4c9fe29d6bea6d70c02b7eca7e2fac7b,MALE,50-64,14.7946044579,48.0676,13.014,16.136,13.613623633,11.9815,50.8187132152,6.45033112583
f6cd7617d07c0e180e7ffa284de08c15,MALE,65-xx,14.4128818811,47.6492,13.3208,15.9084,13.1940820262,10.9569,50.4027123385,6.31412103746
ebb150c68b95d6f1c846b4cb8727d8f7,MALE,25-34,8.16822519084,65.3095,8.1248,10.6748,10.2456883731,9.1427,38.1307251908,3.5625
2091e8bf7636d0dca83cfba0fa734b8a,MALE,25-34,23.4599824132,28.6161,15.2302,15.8533,13.7313228599,23.7613,57.888172043,8.18494623656
808445e76a3eba242898ba24be3ef64d,MALE,25-34,15.5865928407,43.9157,12.5994,13.9444,12.34443341,15.0142,50.4022056765,6.28491620112
269e60fba19ed6253ec9e8351c1309d4,MALE,35-49,21.9506791632,24.9887,18.7173,21.255,16.7266548231,14.7149,70.7324162489,12.4912280702
c8792bbc040e42454c553884e49b0ad4,FEMALE,25-34,12.8566504854,65.0206,10.1525,13.4188,11.4142735872,10.4064,47.0500970874,5.52
f7032216f7e6a315e7aba80eb837869b,MALE,25-34,13.9897528373,52.568,11.641,13.1344,11.3205029434,12.5451,51.0025220681,6.46153846154
0c1260e532652078f669e45e3f400c4b,MALE,35-49,13.8362687486,52.9703,11.8333,14.6246,12.5573680259,11.9082,50.5934857731,6.38805970149
0b085d7e81d2aa6897b0c7d1a07de06f,FEMALE,25-34,18.8360973141,28.2717,16.7688,20.1555,16.6348484007,14.5627,62.7468805704,9.83333333333
e51f0508ffb0e5ce259413320dea1466,FEMALE,25-34,10.249028138,63.0754,8.9333,11.6944,10.8654733896,10.7054,39.619159556,3.90298507463
f63a0abd1aa908e77bcd4b24f9167d50,FEMALE,25-34,12.8821211129,51.405,10.5611,14.0085,12.6076892283,14.1459,47.4386252046,5.30769230769
94abbb1487b94006fc74d0ab84ec2635,FEMALE,25-34,15.6721122829,46.058,13.0459,16.0546,13.6946248181,13.6574,53.9716191067,7.25
cb849ed0e8f9f46b34ea0c916d91246a,FEMALE,25-34,4.54720367484,82.6072,4.7184,7.7614,8.28632249106,6.4338,25.9191542196,1.67808219178
69dcc34685484753917caabc186c8ee8,MALE,25-34,445.36,205.82,-15.2,0.4,3.0,537.31,101.0,1.0
83436be17ccd5f13421563e71f1831f9,FEMALE,35-49,12.9070410649,58.6952,11.2832,14.3783,12.1222848236,10.1104,45.1910045966,5.03015075377
109178ef55eccb9e70d989b81cd608fe,FEMALE,65-xx,12.3166746411,45.4797,10.8907,9.9407,9.66333249958,14.1526,45.6673684211,4.84
f40c67d538d653971ab3b2099f6dc9ed,FEMALE,25-34,10.9216847826,68.5513,8.9148,10.7188,9.12372435696,9.7832,39.2436594203,3.8125
0f993d529ff60d03fcbc9f439a7909f1,FEMALE,25-34,9.03747093023,80.0764,5.8167,8.4058,8.3033008589,10.6296,34.9940757819,3.025
ade51b73b66e6c37d31deeaba14bd000,FEMALE,35-49,12.7973609243,51.1025,11.597,13.8079,12.162475303,11.6846,46.342721361,5.36239782016
a461066d41c07295283f3c02099adcd8,MALE,35-49,11.7231021021,61.9215,9.5911,12.0,10.8528126596,11.3468,46.2312312312,5.27777777778
0745bfb436637124afa2c14ebe7b55ce,MALE,35-49,15.7315308268,39.3688,13.9789,17.6288,15.1471108193,13.3836,55.5364112115,7.67154811715
2ca309cabcd1abfe3b5ce94a3d04083f,MALE,18-24,11.4956809157,65.0243,9.4067,12.5228,11.2291736065,10.3111,43.6629345951,4.76608187135
e70b835403729f1a2437127aa543d8f3,MALE,25-34,17.3941208791,29.2501,14.6449,17.3714,15.0933866224,17.2073,59.7463369963,8.41666666667
427243f7ecba77db502e1ecc334a3670,MALE,25-34,12.2014668094,67.55,9.5513,12.2835,10.3484692283,10.3724,46.4763383298,5.4
af9393a9f93b3ef093de18b489cd2d52,MALE,65-xx,20.8970724911,35.8659,17.4486,18.6334,13.3637545034,12.9696,63.9938475598,9.95061728395
da166e95ddce4d299d22fd481fbc7f3a,FEMALE,35-49,7.92244378307,74.9895,7.0231,9.9041,9.42261628933,8.1341,35.7081679894,3.1875
23120d5588a1042cf38f5df310432a83,FEMALE,25-34,9.22922100206,71.565,7.7491,10.3915,9.59912017596,9.5156,36.6332646992,3.35483870968
7b929a991be4703bfb474b2192b9e3d3,MALE,35-49,15.3822736292,47.0834,13.1513,16.2224,13.6846936983,12.7407,49.978338132,6.2312599681
d2a64c8cda3ca7eb0a29f38a9ee59a71,MALE,25-34,10.9131086634,58.8679,9.7686,12.9167,11.8101672867,10.9337,42.4066250462,4.46560846561
7deda4c651b4b8a9fa937903db9de6bd,MALE,50-64,10.3464600711,61.2914,9.4305,12.1817,11.1606491472,10.2715,40.5215990993,4.09725158562
9fd6232ade715eb689acbf07177bdf4e,FEMALE,35-49,22.5102066858,27.6886,17.347,19.529,15.8900677327,17.6517,68.6707404745,11.7692307692
cb18e30e112592b891b1a19714a8c9b4,FEMALE,50-64,8.96037371911,70.1556,7.9457,11.0336,10.2801098893,9.0509,37.2398432791,3.46666666667
8eddffd79435b9899bdce96f32ac8964,FEMALE,25-34,10.472107946,58.0671,9.6318,12.5333,11.6978258153,10.6827,44.660169915,4.86956521739
1f3826ca58250a9792a9d76b6755e352,MALE,25-34,15.555403118,38.819,14.304,17.7448,15.1869900826,12.4802,54.2169680792,7.34848484848
0e1df8a8392b3c327ca155ab776075d6,FEMALE,50-64,11.2244963586,55.1696,10.036,13.7608,12.5271948579,11.8752,43.7490834887,4.66744186047
c191a1fb49e90564d6a2effeaf8493d6,FEMALE,50-64,13.6669711909,60.9237,11.2208,12.5401,9.5563003765,10.2244,46.9557183431,5.40298507463
1585cd6e4e9e40f33d0add5f9aa021b3,MALE,25-34,81.8212938695,-128.9475,35.4682,9.7469,9.27495019901,100.4957,34.4564620527,2.96467391304
9fd50a877070139eb06c70e34346d8bf,MALE,35-49,21.045742213,34.8796,15.8472,17.8723,14.5888880218,17.2665,58.4446150265,8.52325581395
ad2cb6ee14999d6fb82188de2eac5b36,MALE,35-49,15.5529966404,48.2437,13.2379,16.9255,14.3319460779,11.8979,53.7906713181,7.22243467177
379fa2087c5d74668270f6a607208e5c,FEMALE,25-34,7.11894314349,79.9499,5.8343,8.9525,8.83558515096,8.335,33.4803115945,2.78378378378
2f7cbda95a93a77d2414c09962414486,FEMALE,50-64,9.10849320023,71.7443,7.7241,10.7938,10.1492035298,8.9504,38.103587963,3.62962962963
a20faa0f43b78386e6b136ff1b3f4756,MALE,35-49,16.1532547922,47.0369,13.903,17.2591,14.165629417,11.8113,53.864219562,7.1937716263
603d5ea042f656afdbec4a39f7203ea3,FEMALE,35-49,14.5921492806,53.9,12.2005,15.2681,12.7548065076,11.7997,49.443794964,6.09375
712cfd0cbc471bb71c3719087c7f8163,MALE,25-34,21.9524603675,21.5873,16.7075,19.2998,16.2713613566,20.8152,64.7734048427,10.1290322581
2964569986f901b8461b8de8e0315d53,MALE,25-34,9.39581593201,64.8435,8.6867,11.4863,10.6655565561,9.6783,40.9436130316,4.14285714286
121503d0305016cc445a5409b84bd1dc,MALE,50-64,19.0556977506,33.4786,17.0363,19.6763,15.4777422233,12.5887,60.8060969938,9.10198300283
cd6ad18273b841d979fb938896543229,MALE,35-49,25.2697484277,24.4207,20.784,23.9396,17.4913767462,14.3043,75.2987421384,13.75
cf3a2ee80d533483e436019df024846f,MALE,25-34,14.1307120412,53.0546,11.0763,14.0206,12.5891198508,13.6555,43.356056956,4.69918699187
8530e3cea6d6cfdd3892902b3876e60a,MALE,25-34,17.4788628307,44.298,14.5335,17.5959,14.3090555239,12.8181,57.7621125352,8.31578947368
e82f0de508f17e5e333744972538b360,MALE,50-64,32.5659915254,21.2688,24.95,28.8881,18.2970585408,14.3245,86.1186440678,16.0
0044bf0a3b4fdb88798235d1352f5325,FEMALE,50-64,27.4688069414,26.9138,20.9331,21.9575,14.0905365064,15.874,77.1195227766,14.3
920189e406fe3bd1b1d90f171d254c81,MALE,50-64,20.1994810044,63.5378,13.8373,20.0607,14.8823598746,11.2677,62.7670439761,9.30952380952
67b65b5ecfd4737ef2d1635f7787d27c,MALE,50-64,32.37549898,0.6038,27.3355,30.0264,20.6277293519,15.1136,87.8596491228,17.501754386
d6320c38e7d241a2051948d9c92d5fcc,FEMALE,35-49,13.9399646643,54.6539,12.5922,15.2989,12.3273790531,9.6761,47.3812720848,5.4
cb3cc661832e991adc4194df9a4f5e9d,MALE,25-34,18.9118214712,43.0608,15.2029,17.7528,14.0484824984,13.1883,60.4591308753,9.06896551724
d0d79ca665a426c76c4d69a4e868070a,MALE,25-34,8.02603538663,66.2623,7.7435,10.0367,9.86606562326,9.3728,35.2961992136,3.07142857143
ca9795912e9c0fd29c5b2c5b43165ddc,FEMALE,25-34,20.7111904762,45.5332,13.8643,14.2303,11.0178372574,18.1522,64.6493506494,10.2857142857
7a2db29d490c056dbbaba6170380848e,MALE,35-49,17.8715041567,31.1352,15.3757,17.6739,15.0607704925,15.5506,58.4634243234,8.47899159664
d24b9964ae7655c41a5ad61f9a8046f8,FEMALE,35-49,9.7860372832,75.0974,8.0017,11.3855,10.0156076002,8.1277,38.2024612596,3.565625
e539ade0a2ab4a3fe264de60bd448293,FEMALE,18-24,12.9325885762,56.8457,10.5475,13.0421,11.7395862658,12.0865,48.3088963918,5.78527607362
98aca1ff7d801140dcec5ca79627043f,FEMALE,25-34,13.6200707965,46.1503,12.2877,13.8973,12.2951600309,12.5728,51.803539823,6.6
0a012eb53f5e7bad0691c9a0fcb761d6,MALE,35-49,8.06137714871,62.9005,7.964,11.2262,10.7568688325,10.0602,38.9134417727,3.51549295775
ceed88f668081db61cedbf12dd85e48d,FEMALE,25-34,17.152361487,35.3297,14.2938,17.1868,14.7573506419,16.0233,54.8025922233,7.41176470588
ee0d877c8e51ba35f769168e0a931ab9,MALE,35-49,17.948962766,17.625,16.7633,20.8589,17.2358552419,17.1882,64.5585106383,9.73404255319
fd17ad398d0c93b2ab737394911d9680,MALE,25-34,12.8665285686,49.9407,11.5106,11.5965,10.1031363111,12.5044,41.5638130768,4.31818181818
a19b3aa4172e27805ebb7d758f1a9554,FEMALE,25-34,7.64387982258,73.059,6.2986,9.3476,9.49175301,9.8725,34.8129969035,2.88095238095
9d976a82f0d735e95f1338a0c4d08372,MALE,35-49,13.7252641086,42.695,12.5212,14.5227,13.0369687028,13.078,52.6642142048,6.74074074074
f532e8fdd3e588fc7e0f1227c4cc0475,FEMALE,35-49,13.674375,70.315,10.4078,13.2833,9.7082039325,9.0498,44.425,4.5
4e12db3babc8b873a1acc07d835551ac,FEMALE,25-34,8.75951013514,77.5568,6.4166,9.4405,9.04040449693,10.0737,34.75,3.0
71bad84ba0121a58a28f3806b5c38d35,MALE,50-64,16.3535827372,41.3545,13.4535,14.4572,12.3577544084,15.1715,55.4972486766,7.56216216216
f88316ce3babd449f686dfbfcea929d3,FEMALE,50-64,11.8491994485,62.5509,9.7517,13.3094,11.9871703427,10.7333,44.3789132161,4.92307692308
7aae392bc294eb33775b41d1ae9008a6,FEMALE,35-49,8.81909360821,65.008,8.4153,11.7385,11.0250803034,9.4302,38.4295704489,3.65869218501
db62119e6b5ec7f69d03f35e94c20113,FEMALE,25-34,14.070493167,47.6462,11.5822,12.7059,11.5634883858,14.159,53.9328579917,6.88888888889
7063a298b3fe8ae16adf08d157d7650b,FEMALE,25-34,6.66354810386,71.4737,6.7682,9.425,9.51837942945,8.0454,33.0377597835,2.69957081545
a5ed4c18c0390f87ec8fd26f61e38b8b,FEMALE,25-34,18.2760656259,36.9631,15.805,19.4296,15.8689042133,13.258,59.0806908164,8.69130434783
6e6763685d90463cf4744c69b67bc6a8,MALE,35-49,9.6134117428,57.1142,9.5163,12.414,11.5119228256,10.518,38.8084243628,3.71698113208
2da285ca4d7ccf55cddaec524cd6945e,MALE,25-34,11.3205217832,71.91,6.9557,10.3161,10.1213963318,13.4448,38.9189463019,3.64285714286
70121bb3fedd1b9881da204cce3d70c5,MALE,25-34,10.9036492575,74.1496,7.1402,10.4443,9.96143221338,11.8558,40.0735024195,3.96153846154
4e1a38925af9f48889fe3e952b247326,FEMALE,35-49,12.6233783784,72.0238,8.9273,12.0378,10.0992957397,10.7116,47.4975675676,5.64
c82ac59e4431be73a1a9c148abbacfb7,MALE,35-49,11.6287609329,57.1304,9.5141,12.7475,11.7464278423,13.0684,42.2228862974,4.3
355cb0e198dc1ee4fedadd9a15937aed,MALE,25-34,7.04910775748,75.3535,6.7239,9.2912,9.0332412516,7.5307,32.7517182949,2.68
0ff365c959ec5aad4fd259e9084664ca,MALE,35-49,16.9911520597,38.0179,13.9189,16.7454,14.5344474623,15.5155,59.3269626133,8.5652173913
85cd4542fdbd671a1081fdf9cc9c99f1,MALE,25-34,23.0530908998,32.0821,18.7216,21.8494,16.3983629236,13.5089,68.0379989065,11.0967741935
1c8878c8b91130a12db45ef2e8185183,FEMALE,35-49,4.25782072973,89.0517,4.068,7.7725,8.16520951298,5.5076,28.2637949234,1.99618320611
0f35f8ef1f873d9a7ca0217d2c144ad9,MALE,25-34,13.3806940579,71.0166,8.5709,10.4582,8.80159776142,12.7222,45.9659518743,5.26829268293
298ac0ec801d9f4cc6f45733f904eb1b,MALE,25-34,22.3090107004,32.2446,18.2021,21.1591,16.1866936299,13.7985,65.8469600014,10.4814814815
79ccd7fc8dafb588b483b27df2f34dc3,FEMALE,35-49,11.7190804442,58.5207,10.3138,14.1746,12.7270439814,10.6211,45.3907547851,5.14358974359
5c9583085493bf65d2a322a794d752f2,FEMALE,35-49,15.7533963787,40.7514,14.0345,17.7766,15.1764241928,12.8229,54.2393501886,7.3537414966
dce632f5ef586e0def244e8eb45dd2b8,FEMALE,50-64,16.322489473,39.4087,14.4702,18.0017,15.1025033871,13.3486,60.5232869721,9.05882352941
d72e4b7b00cf79d63985c39ee99d5d23,FEMALE,50-64,16.2260385338,47.3275,13.8625,16.6,13.5131496608,11.8433,53.2236842105,7.0
